Time,Raw,Mag,Freq,ROCOF,EstV,LSE,Trig,Gated
30338.5417,-13285.0906,14611.4314,55.9714,-0.1423,-14609.5242,1754124.3258,1,-13285.0906
30403.6458,-13451.5642,14634.4264,55.9721,10.2131,-14623.2678,1372889.2830,1,-13451.5642
30468.7500,-13524.6668,14657.7587,56.1206,2281.6205,-14629.5861,1220846.6345,1,-13524.6668
30533.8542,-13475.0208,14681.6037,56.1206,-0.0200,-14628.6393,1330835.6781,1,-13475.0208
30598.9583,-13424.6916,14706.2009,56.2698,2291.9908,-14620.5416,1430057.2540,1,-13424.6916
30664.0625,-13388.2541,14731.5830,56.2698,-0.1421,-14605.3540,1481332.1056,1,-13388.2541
30729.1667,-13395.5416,14757.7795,56.4191,2293.0923,-14582.9425,1409920.9525,1,-13395.5416
30794.2708,-13436.3060,14784.6231,56.4190,-1.2786,-14553.2155,1247486.7474,1,-13436.3060
30859.3750,-13479.5755,14811.7551,56.5682,2291.8509,-14515.6216,1073391.6143,1,-13479.5755
30924.4792,-13520.1121,14839.1160,56.5682,0.1377,-14470.2291,902722.2216,1,-13520.1121
30989.5833,-13470.6938,14866.7794,56.7174,2291.6935,-14416.8801,895268.4359,1,-13470.6938
31054.6875,-13397.3635,14894.9098,56.8666,2291.8112,-14355.6654,918342.4784,1,-13397.3635
31119.7917,-13376.8674,14923.6447,56.9084,640.9844,-14286.8391,828048.4672,1,-13376.8674
31184.8958,-13365.2530,14953.2120,57.1651,3942.6979,-14210.1867,713912.9214,1,-13365.2530
31250.0000,-13369.1245,14983.7917,57.0158,-2291.8511,-14126.5933,573759.0075,1,-13369.1245
31315.1042,-13407.6115,15015.0584,57.3143,4583.8197,-14034.8312,393404.5568,1,-13407.6115
31380.2083,-13411.0275,15046.9095,57.3143,-0.1571,-13935.3753,274940.5591,1,-13411.0275
31445.3125,-13311.7355,15079.3304,57.4635,2291.8484,-13827.8519,266376.1772,1,-13311.7355
31510.4167,-13182.8381,15112.0326,57.6127,2291.8137,-13711.9482,279957.5306,1,-13182.8381
31575.5208,-13083.3183,15145.2288,57.7620,2293.1076,-13587.8159,254517.8511,1,-13083.3183
31640.6250,-12946.9056,15179.1070,57.9111,2290.5545,-13455.5812,258750.8539,1,-12946.9056
31705.7292,-12847.6136,15213.5161,57.9111,0.0178,-13315.5178,218934.3496,1,-12847.6136
31770.8333,-12810.2652,15248.5442,58.2095,4583.6448,-13166.7896,127109.6405,1,-12810.2652
31835.9375,-12717.1220,15284.0607,58.2095,-0.0025,-13010.1710,85877.7123,1,-12717.1220
31901.0417,-12640.1479,15319.8421,58.5079,4583.8219,-12844.4917,41756.3647,1,-12640.1479
31966.1458,-12524.9145,15355.8900,58.5079,-0.1571,-12670.7418,21265.5872,1,-12524.9145
32031.2500,-12294.2200,15392.2528,58.6571,2291.8287,-12488.4661,37731.5495,1,-12294.2200
32096.3542,-12106.7949,15429.0460,58.9555,4583.6820,-12297.1864,36248.9114,1,-12106.7949
32161.4583,-11960.5897,15466.3211,58.9555,-0.0200,-12098.0602,18898.1540,1,-11960.5897
32226.5625,-11782.5017,15504.1561,59.2540,4583.6627,-11889.9930,11554.3860,1,-11782.5017
32291.6667,-11656.1093,15542.5036,59.2540,0.0021,-11674.1487,325.4209,1,-11656.1093
32356.7708,-11544.0642,15581.2261,59.5524,4583.6599,-11449.2046,8998.3503,1,-11544.0642
32421.8750,-11375.3133,15620.2716,59.5524,-0.0000,-11216.4188,25247.4691,1,-11375.3133
32486.9792,-11209.9784,15659.5720,59.8508,4583.6627,-10974.4684,55464.9843,1,-11209.9784
32552.0833,-11012.5330,15699.1295,59.8508,-0.0003,-10724.7432,82822.9877,1,-11012.5330
32617.1875,-10798.4631,15738.9407,60.1492,4583.6624,-10465.9095,110591.9153,1,-10798.4631
32682.2917,-10575.0560,15779.0154,60.4476,4583.6620,-10197.9776,142188.1406,1,-10575.0560
32747.3958,-10366.9071,15819.3009,60.4476,0.0003,-9922.4309,197559.1630,1,-10366.9071
32812.5000,-10187.6805,15859.7400,60.5968,2291.8287,-9638.5910,301499.3182,1,-10187.6805
32877.6042,-9926.9251,15900.3103,60.5968,0.0025,-9347.3143,335948.6630,1,-9926.9251
32942.7083,-9714.9047,15940.8885,60.8952,4583.6621,-9047.0700,446003.1629,1,-9714.9047
33007.8125,-9563.2339,15981.4921,60.8952,-0.0197,-8739.5620,678435.3929,1,-9563.2339
33072.9167,-9334.5889,16022.1895,61.0445,2291.8508,-8424.1553,828889.3992,1,-9334.5889
33138.0208,-9094.1018,16062.9436,61.1937,2291.8290,-8100.9494,986351.7989,1,-9094.1018
33203.1250,-8912.3701,16103.8171,61.4921,4583.6645,-7769.2417,1306742.4339,1,-8912.3701
33268.2292,-8718.3407,16144.9055,61.7905,4583.5028,-7429.1669,1661969.1057,1,-8718.3407
33333.3333,-8411.1276,16186.1670,61.9397,2291.9883,-7081.6894,1767405.8129,1,-8411.1276
33398.4375,-8150.1444,16227.6559,62.0889,2291.8137,-6726.9789,2025400.0451,1,-8150.1444
33463.5417,-7954.7486,16269.4234,62.3873,4583.6798,-6364.2928,2529549.5714,1,-7954.7486
33528.6458,-7677.5963,16311.3911,62.5364,2290.5548,-5994.6486,2832313.2369,1,-7677.5963
33593.7500,-7405.2265,16353.5489,62.6857,2293.1076,-5618.2123,3193419.5799,1,-7405.2265
33658.8542,-7177.4925,16395.8389,62.8349,2291.8137,-5235.1458,3772710.6144,1,-7177.4925
33723.9583,-6965.9276,16438.1335,62.9842,2291.8484,-4845.6035,4495774.3771,1,-6965.9276
33789.0625,-6662.3582,16480.4192,63.2826,4583.5028,-4448.8231,4899737.6263,1,-6662.3582
33854.1667,-6373.5915,16522.7226,63.2826,0.1424,-4046.9582,5413222.3742,1,-6373.5915
33919.2708,-6175.6906,16564.9734,63.5393,3942.6930,-3638.5499,6437082.8307,1,-6175.6906
33984.3750,-5845.2486,16607.1956,63.7302,2932.8177,-3224.2634,6869563.4994,1,-5845.2486
34049.4792,-5579.0275,16649.3932,63.7302,-0.0197,-2805.6222,7691777.0889,1,-5579.0275
34114.5833,-5388.6419,16691.5959,64.1778,6875.3558,-2379.8817,9052638.1418,1,-5388.6419
34179.6875,-5102.8357,16733.9878,64.0286,-2291.6938,-1951.3444,9931897.4972,1,-5102.8357
34244.7917,-4865.0814,16776.6286,64.0285,-1.2586,-1519.2865,11194343.7227,1,-4865.0814
34309.8958,-4584.9686,16819.4894,63.8794,-2290.5525,-1085.0002,12249778.6923,1,-4584.9686
34375.0000,-4263.4082,16862.4557,63.4318,-6875.5132,-650.8275,13050739.3657,1,-4263.4082
34440.1042,-4021.0992,16905.3065,63.2826,-2291.9689,-215.0191,14486245.8366,1,-4021.0992
34505.2083,-3698.6279,16947.8633,62.9842,-4583.5246,221.0790,15364101.8140,1,-3698.6279
34570.3125,-3381.8499,16989.9855,62.9842,0.0199,659.2059,16330132.0956,1,-3381.8499
34635.4167,-3223.1193,17031.6548,63.1327,2281.6024,1100.0674,18689943.6487,1,-3223.1193
34700.5208,-2986.5037,17072.8351,63.2826,2302.0599,1543.3411,20519493.5126,1,-2986.5037
34765.6250,-2729.3920,17113.4027,63.5810,4583.6424,1989.7073,22269898.4764,1,-2729.3920
34830.7292,-2559.7302,17153.5617,63.7302,2291.6910,2437.8016,24975324.1372,1,-2559.7302
34895.8333,-2373.4437,17193.4080,64.0286,4583.8047,2888.3282,27686244.1410,1,-2373.4437
34960.9375,-2173.7210,17232.8609,64.1777,2290.5700,3339.8859,30399861.9203,1,-2173.7210
35026.0417,-1970.3546,17272.1293,64.4762,4584.9210,3793.1910,33218457.2879,1,-1970.3546
35091.1458,-1696.6183,17311.2361,64.7746,4583.5225,4247.8870,35337143.2875,1,-1696.6183
35156.2500,-1477.9937,17349.8852,64.7746,0.1399,4701.4857,38185965.1757,1,-1477.9937
35221.3542,-1607.8020,17387.9626,64.7693,-81.8176,5153.5494,45715873.8933,1,-1607.8020
35286.4583,-1216.0996,17425.2817,64.7746,81.8176,5603.7146,46509865.8096,1,-1216.0996
35351.5625,362.5525,17461.6340,64.6254,-2291.9711,6050.4834,32352557.6376,1,362.5525
35416.6667,2787.6919,17497.0086,64.6254,0.1399,6494.4639,13740158.6516,1,2787.6919
35481.7708,6138.7977,17531.3658,64.4761,-2293.0901,6934.2567,632755.0677,1,6138.7977
35546.8750,9942.8664,17564.9020,64.6254,2293.0901,7371.5197,6611824.2714,1,9942.8664
35611.9792,13205.3837,17597.4516,64.4762,-2291.8112,7803.8403,29176671.3778,1,13205.3837
35677.0833,15261.1385,17629.4742,64.7746,4583.5025,8233.9282,49381684.7046,1,15261.1385
35742.1875,16001.2740,17660.5741,64.6254,-2291.6913,8658.3441,53918619.5426,1,16001.2740
35807.2917,15858.4848,17691.6813,64.9232,4573.4514,9079.9957,45947914.8291,1,15858.4848
35872.3958,15394.8184,17725.8925,65.8191,13761.0382,9503.8087,34703995.2251,1,15394.8184
35937.5000,14867.8419,17760.4789,66.1175,4583.8219,9924.2954,24438651.9061,1,14867.8419
36002.6042,14162.7775,17795.0240,66.1174,-1.2611,10339.0498,14620892.8927,1,14162.7775
36067.7083,13360.4706,17832.0692,66.8635,11460.2571,10753.6116,6795713.9700,1,13360.4706
36132.8125,12716.4388,17867.5124,66.5651,-4583.5050,11159.0414,2425486.8085,1,12716.4388
36197.9167,12434.7319,17899.8497,66.0749,-7529.8471,11552.9587,777523.8725,1,12434.7319
36263.0208,12607.3542,17931.6562,66.2667,2946.0276,11940.4679,444737.3767,1,12607.3542
36328.1250,13188.9869,17962.7826,66.1175,-2291.6716,12319.2257,756484.4407,1,13188.9869
36393.2292,14084.6647,17993.0623,66.1174,-1.2611,12689.6004,1946204.4717,1,14084.6647
36458.3333,15194.6402,18024.1298,66.2667,2292.9324,13053.1837,4585835.9469,1,15194.6402
36523.4375,16310.7645,18055.5592,66.4159,2291.9910,13409.3444,8418239.0468,1,16310.7645
36588.5417,17218.7400,18085.7532,66.4153,-10.2132,13755.8087,11991893.0180,1,17218.7400
36653.6458,17862.0886,18114.8185,66.2667,-2281.7778,14091.6159,14216464.4195,1,17862.0886
36718.7500,18205.5114,18142.5905,66.1175,-2291.6713,14416.3592,14357674.3851,1,18205.5114
36783.8542,18329.1710,18168.5426,66.1174,-1.2611,14729.9938,12954076.1657,1,18329.1710
36848.9583,18362.6479,18193.4209,66.1175,1.2611,15032.7891,11087959.8298,1,18362.6479
36914.0625,18356.4991,18218.1783,66.1175,-0.1596,15325.2447,9188503.0422,1,18356.4991
36979.1667,18402.7291,18242.6879,66.2614,2210.1732,15607.5587,7812977.5135,1,18402.7291
37044.2708,18530.7156,18266.7590,66.1175,-2210.0158,15878.1820,7035934.5465,1,18530.7156
37109.3750,18669.8611,18290.2185,66.2667,2291.6735,16137.8206,6411229.1109,1,18669.8611
37174.4792,18806.2737,18312.4835,66.1174,-2292.9302,16384.6322,5864347.5036,1,18806.2737
37239.5833,18936.9930,18333.2783,66.1175,1.2567,16618.6648,5374645.8290,1,18936.9930
37304.6875,19046.5331,18352.7974,66.1175,-0.1377,16839.8460,4869468.0489,1,19046.5331
37369.7917,19153.3403,18371.2005,65.9676,-2301.9219,17047.6741,4433830.4560,1,19153.3403
37434.8958,19240.5625,18388.5224,66.1175,2302.0618,17242.8372,3990906.0741,1,19240.5625
37500.0000,19300.9120,18404.9371,65.9683,-2291.9732,17424.4930,3520948.2524,1,19300.9120
37565.1042,19352.8353,18420.2701,65.9683,0.1421,17592.7132,3098029.9366,1,19352.8353
37630.2083,19413.4126,18434.0782,66.1174,2290.5526,17747.2046,2776248.8510,1,19413.4126
37695.3125,19480.1386,18446.3161,65.9142,-3121.5667,17887.0196,2538028.3796,1,19480.1386
37760.4167,19515.6651,18457.0958,65.9682,829.7355,18012.6586,2259028.7110,1,19515.6651
37825.5208,19524.0913,18466.4800,65.8191,-2290.5526,18123.7229,1961031.6315,1,19524.0913
37890.6250,19532.5174,18474.7003,65.9683,2291.6891,18220.7853,1720641.2260,1,19532.5174
37955.7292,19534.3393,18482.0726,65.9683,0.1421,18303.8138,1514193.0106,1,19534.3393
38020.8333,19523.4081,18488.6143,65.9676,-10.2307,18372.7435,1324029.0617,1,19523.4081
38085.9375,19488.1093,18494.1862,65.9683,10.0908,18427.3689,1125170.2333,1,19488.1093
38151.0417,19456.4543,18498.6345,65.9683,0.1377,18467.4802,978069.7128,1,19456.4543
38216.1458,19430.2649,18501.7160,65.9682,-1.2567,18492.7922,878854.9362,1,19430.2649
38281.2500,19352.8353,18503.3315,65.9683,1.0994,18503.1779,721917.7835,1,19352.8353
38346.3542,19251.9492,18503.5114,65.8191,-2291.6716,18498.6814,567412.3433,1,19251.9492
38411.4583,19134.2107,18502.3301,65.9630,2210.0114,18479.3620,428826.8231,1,19134.2107
38476.5625,18977.7574,18499.8143,66.1175,2373.6510,18445.1717,283647.5227,1,18977.7574
38541.6667,18804.4518,18495.9176,65.9683,-2291.9907,18396.2440,166633.6861,1,18804.4518
38606.7708,18625.2252,18490.5921,65.9682,-1.0994,18332.5262,85672.7228,1,18625.2252
38671.8750,18438.2556,18483.7277,65.9683,1.2567,18253.9772,33958.5157,1,18438.2556
38736.9792,18248.7809,18475.2920,66.1175,2291.6935,18160.4430,7803.5839,1,18248.7809
38802.0833,18068.4156,18465.3203,66.1169,-10.0908,18052.2087,262.6621,0,0.0000
38867.1875,17886.2284,18453.9122,66.1175,10.2306,17929.4870,1871.3120,0,0.0000
38932.2917,17701.9916,18441.1949,66.1175,-0.1420,17792.5338,8197.9006,0,0.0000
38997.3958,17530.7356,18427.1769,66.1175,0.1421,17641.5018,12269.1544,0,0.0000
39062.5000,17374.7378,18411.8493,66.2666,2290.5523,17476.1884,10292.2208,0,0.0000
39127.6042,17225.1166,18395.1583,66.2667,1.1368,17297.0137,5169.1985,0,0.0000
39192.7083,17069.5742,18377.0667,66.2667,0.1420,17104.1343,1194.3970,0,0.0000
39257.8125,16907.8831,18357.5512,66.3733,1637.4555,16897.4226,109.4216,0,0.0000
39322.9167,16730.0228,18336.5923,66.2667,-1637.5978,16677.6893,2738.8010,0,0.0000
39388.0208,16528.0228,18314.2722,66.4159,2291.9735,16444.4599,6982.7583,0,0.0000
39453.1250,16304.3880,18290.5864,66.5651,2290.5523,16197.8994,11339.8135,0,0.0000
39518.2292,16066.6337,18265.4520,66.5651,1.1368,15938.6649,16376.0194,0,0.0000
39583.3333,15819.7700,18238.8447,66.5645,-10.0889,15667.0194,23332.7676,0,0.0000
39648.4375,15552.8658,18210.7229,66.7143,2302.0621,15382.6237,28982.3703,0,0.0000
39713.5417,15270.0202,18181.0283,66.7143,-0.1423,15086.2888,33757.2089,0,0.0000
39778.6458,14986.0359,18149.7960,66.8635,2290.6946,14777.7285,43391.9688,0,0.0000
39843.7500,14687.0211,18117.1222,66.8636,1.2767,14457.9548,52471.4035,0,0.0000
39908.8542,14375.0255,18083.0439,67.0128,2291.6735,14126.6566,61687.1492,0,0.0000
39973.9583,14071.6839,18047.5485,67.1566,2210.1709,13784.1419,82680.3850,0,0.0000
40039.0625,13755.5891,18010.6688,67.1620,81.6602,13431.4256,105081.9267,0,0.0000
40104.1667,13422.4142,17972.3784,67.3112,2291.9885,13068.1433,125507.9171,0,0.0000
40169.2708,13085.3679,17932.6226,67.4603,2290.5545,12694.5913,152706.3864,0,0.0000
40234.3750,12733.2911,17891.4491,67.6096,2292.9680,12311.1541,178199.7036,0,0.0000
40299.4792,12372.1050,17848.8688,67.6089,-10.0886,11919.0173,205288.4376,0,0.0000
40364.5833,12007.9584,17804.9282,67.9080,4593.7310,11516.9767,241063.0273,0,0.0000
40429.6875,11646.3168,17759.7233,67.9080,0.1595,11107.1201,290733.0132,0,0.0000
40494.7917,11289.6853,17713.2465,68.0571,2290.5551,10689.0236,360794.4535,0,0.0000
40559.8958,10923.4890,17665.4886,68.2064,2292.9477,10263.0842,436134.6167,0,0.0000
40625.0000,10538.6186,17616.4775,68.3139,1651.0241,9829.9826,502164.9410,0,0.0000
40690.1042,10136.4403,17566.2011,68.5048,2932.6379,9389.6422,557707.4354,0,0.0000
40755.2083,9717.6375,17514.6799,68.8032,4582.5436,8941.8366,601867.1206,0,0.0000
40820.3125,9276.2890,17461.9753,68.8032,1.1212,8488.8659,620035.2389,0,0.0000
40885.4167,8818.9991,17408.1171,69.1010,4573.5888,8029.3501,623545.6295,0,0.0000
40950.5208,8358.7487,17353.1553,69.2509,2301.9022,7564.6820,630542.0516,0,0.0000
41015.6250,7894.3991,17297.1316,69.4000,2290.7121,7095.3479,638482.8295,0,0.0000
41080.7292,7422.5343,17240.0899,69.5493,2292.9502,6621.8334,641121.8768,0,0.0000
41145.8333,6946.7979,17182.0663,69.8424,4501.9846,6143.6809,644997.0337,0,0.0000
41210.9375,6463.5464,17123.0916,69.9969,2373.5089,5662.2738,642037.8319,0,0.0000
41276.0417,5979.6116,17063.2410,70.2953,4582.5408,5177.1615,643926.1824,0,0.0000
41341.1458,5508.8855,17002.5402,70.4445,2292.9524,4689.8156,670875.4534,0,0.0000
41406.2500,5028.8222,16941.0154,70.7423,4573.5716,4199.7344,687386.4959,0,0.0000
41471.3542,4529.6293,16878.7362,70.8922,2301.9220,3708.4106,674400.1446,0,0.0000
41536.4583,4029.9809,16815.7519,71.1905,4582.5411,3215.3424,663635.7692,0,0.0000
41601.5625,3520.3122,16752.1038,71.4464,3930.4076,2721.3098,638404.7681,0,0.0000
41666.6667,2995.3853,16687.8558,71.7874,5238.0359,2226.2362,591590.4012,0,0.0000
41731.7708,2481.6174,16623.0858,71.9365,2290.6946,1731.9190,562047.7030,0,0.0000
41796.8750,1979.9194,16557.8465,72.2350,4584.7989,1237.8416,550679.4118,0,0.0000
41861.9792,1478.2214,16492.1967,72.5328,4573.4339,744.5024,538343.4999,0,0.0000
41927.0833,979.0285,16426.2082,72.8318,4592.7715,252.3849,528010.8531,0,0.0000
41992.1875,465.0328,16359.9485,73.1303,4584.7617,-238.0191,494282.0644,0,0.0000
42057.2917,-61.2604,16293.4893,73.4234,4501.8469,-726.1896,442130.7367,0,0.0000
42122.3958,-590.0588,16226.9063,73.7270,4664.3584,-1211.7182,386460.4440,0,0.0000
42187.5000,-1119.9958,16160.2713,74.1741,6866.4016,-1695.0739,330714.8186,0,0.0000
42252.6042,-1626.0208,16093.6605,74.3239,2302.0422,-2173.8294,300094.2579,0,0.0000
42317.7083,-2106.9950,16027.1652,74.7715,6874.2346,-2649.4759,294285.5140,0,0.0000
42382.8125,-2574.7606,15960.8499,74.9067,2076.8444,-3119.5338,296777.8277,0,0.0000
42447.9167,-3020.8915,15894.8058,75.3683,7090.6199,-3585.6634,318967.2431,0,0.0000
42513.0208,-3445.1600,15829.1493,75.8153,6866.3994,-4047.3158,362591.6222,0,0.0000
42578.1250,-3865.5569,15763.9880,76.1144,4593.8755,-4503.1289,406498.0824,0,0.0000
42643.2292,-4277.0723,15699.4699,76.4128,4582.3834,-4952.7100,456486.4151,0,0.0000
42708.3333,-4678.7950,15635.7093,76.7059,4503.1212,-5395.6471,513876.8690,0,0.0000
42773.4375,-5086.8944,15572.8230,77.1588,6956.0322,-5832.5197,555957.1921,0,0.0000
42838.5417,-5501.8257,15510.9616,77.6058,6866.5439,-6262.9110,579250.8604,0,0.0000
42903.6458,-5929.9656,15450.1736,77.9048,4592.7715,-6685.5667,570932.9200,0,0.0000
42968.7500,-6372.9083,15390.5141,78.3099,6222.2366,-7100.7243,529716.1654,0,0.0000
43033.8542,-6823.3661,15332.1050,78.6509,5236.7597,-7507.6821,468288.4347,0,0.0000
43098.9583,-7279.2896,15274.9739,79.0125,5555.2591,-7906.1880,393001.6667,0,0.0000
43164.0625,-7741.3619,15219.2121,79.3969,5903.8940,-8296.0286,307655.1722,0,0.0000
43229.1667,-8199.5627,15164.9824,79.8020,6222.3989,-8677.0205,227965.9338,0,0.0000
43294.2708,-8640.2280,15112.3801,80.1430,5236.7592,-9048.5258,166707.1582,0,0.0000
43359.3750,-9073.6058,15061.5071,80.4408,4574.6906,-9410.0584,113200.3450,0,0.0000
43424.4792,-9495.8246,15012.4786,80.8890,6884.4628,-9762.0797,70891.7811,0,0.0000
43489.5833,-9893.6759,14965.3539,81.1821,4501.8272,-10103.5584,44050.6608,0,0.0000
43554.6875,-10262.3772,14920.2974,81.6344,6948.3766,-10435.0071,29801.0548,0,0.0000
43619.7917,-10599.1958,14877.6992,81.7842,2300.7657,-10755.0770,24298.9437,0,0.0000
43684.8958,-10922.1226,14837.2432,82.2179,6660.3865,-11064.4926,20269.2037,0,0.0000
43750.0000,-11242.9998,14798.0468,82.3811,2506.9357,-11361.1814,13966.8765,0,0.0000
43815.1042,-11562.7384,14759.4072,82.3805,-8.9321,-11643.7142,6557.0791,0,0.0000
43880.2083,-11893.1804,14720.4459,82.2265,-2364.7145,-11910.6205,304.1583,0,0.0000
43945.3125,-12236.3756,14680.6471,82.2319,81.8154,-12161.8371,5555.9782,0,0.0000
44010.4167,-12579.5707,14640.3884,82.2313,-8.9321,-12397.4032,33185.0097,0,0.0000
44075.5208,-12925.2709,14600.7282,82.3811,2300.6256,-12618.4699,94126.8655,0,0.0000
44140.6250,-13275.2981,14562.8901,82.6370,3930.7029,-12826.1904,201697.6850,0,0.0000
44205.7292,-13608.7006,14527.7491,82.8287,2944.9479,-13020.9674,345430.3192,0,0.0000
44270.8333,-13924.5677,14495.7068,83.2756,6865.2626,-13203.6583,519710.3689,0,0.0000
44335.9375,-14231.0977,14466.9208,83.4203,2221.4838,-13373.4647,735534.3179,0,0.0000
44401.0417,-14528.2905,14441.6451,83.8731,6955.9120,-13531.1746,994240.0816,0,0.0000
44466.1458,-14808.4034,14420.0305,84.0218,2283.0190,-13676.1025,1282105.3019,0,0.0000
44531.2500,-15065.9705,14401.9618,84.1298,1659.8163,-13807.9859,1582525.2879,0,0.0000
44596.3542,-15320.5771,14387.1098,84.4700,5224.6292,-13926.7802,1942669.7593,0,0.0000
44661.4583,-15564.7080,14375.0075,84.4694,-9.1119,-14031.3743,2351112.2481,0,0.0000
44726.5625,-15790.1646,14365.2324,84.6139,2219.1255,-14121.4792,2784511.1675,0,0.0000
44791.6667,-16016.0768,14357.4520,84.6192,81.8173,-14196.5211,3310782.8453,0,0.0000
44856.7708,-16240.6225,14351.4488,84.6186,-9.0941,-14256.2397,3937775.1213,0,0.0000
44921.8750,-16458.3362,14347.3078,84.6192,9.0944,-14300.6875,4655447.9830,0,0.0000
44986.9792,-16670.1288,14345.3170,84.5766,-654.3563,-14330.1159,5475660.5526,0,0.0000
45052.0833,-16875.5449,14345.7211,84.6186,645.2444,-14344.7847,6404746.9807,0,0.0000
